sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2023,14,0,0,,657,97,97,IF,,Delanie,Wisz,Delanie Wisz,1,1,1,1,,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,4.0,4.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,188,0
softball,v1,2023,14,0,0,,37,52,52,IF,,Sam,Fischer,Sam Fischer,1,1,1,1,,4,4,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,2,4,0,0,1.0,0,0.0,6,6,7.714285714285714,Player,188,0
softball,v1,2023,14,0,0,,84,18,18,OF,,Morgan,Zerkle,Morgan Zerkle,1,1,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,1,1,0,0.75,0,0.0,4,4,3.857142857142857,Player,187,1
softball,v1,2023,14,0,0,,21,19,19,IF,,Hannah,Flippen,Hannah Flippen,1,1,1,1,,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,2,2,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,187,1
softball,v1,2023,14,0,0,,9,7,7,IF,,Anissa,Urtez,Anissa Urtez,1,1,1,1,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,2,2,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,187,1
softball,v1,2023,14,0,0,,171,40,40,RHP,,Alyssa,Denham,Alyssa Denham,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,-20,0,1,20.99958,0,0,0,1.2,1.667,0,5,6,5,1,3,0,1,0,4.799040191961607,26.994601079784044,5.398920215956808,16.196760647870427,0.0,0.0,32.393521295740854,59,29,30,20.000999999999998,P,1.2,1.667,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,187,1
softball,v1,2023,14,0,0,,725,14,14,IF,,Josie,Muffley,Josie Muffley,1,1,1,1,,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,0,1,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,187,1
softball,v1,2023,14,0,0,,775,42,42,IF,,Frankie,Hammoude,Frankie Hammoude,,,0,,,1,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,187,1
softball,v1,2023,14,0,0,,38,77,77,IF,,Kelsey,Stewart-Hunter,Kelsey Stewart-Hunter,1,1,1,1,,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,7,0,0,0,1.0,0,0.0,7,7,9.0,Player,187,1
softball,v1,2023,14,0,0,,19,17,17,LHP,,Haylie,Wagner,Haylie Wagner,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,46,0,0,0.0,0,0,0,3.0,3.0,0,3,0,0,0,0,0,0,0,1.0,9.0,0.0,0.0,0.0,,0.0,34,12,22,53.0,P,3.0,3.0,0,2,0,0,1.0,0,0.0,2,2,6.0,Player,187,1
softball,v1,2023,14,0,0,,169,3,3,RHP,,Odicci,Alexander,Odicci Alexander,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,18,0,0,6.000086,0,0,0,2.1,2.333,0,1,2,2,0,3,2,1,0,1.7145306472353192,3.8576939562794683,0.0,11.573081868838404,7.715387912558937,0.6666666666666666,7.715387912558937,62,31,31,45.999,P,2.1,2.333,1,0,0,0,1.0,0,0.0,1,1,3.8576939562794683,Player,187,1
softball,v1,2023,14,0,0,,42,34,34,C,,Erika,Piancastelli,Erika Piancastelli,1,1,1,1,,3,2,1,2,0,0,0,1,1,0,0,0,0,0,1.0,1.0,1.0,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,187,1
softball,v1,2023,14,0,0,,32,37,37,IF,,DJ,Sanders,DJ Sanders,,,1,,,2,2,0,0,0,0,0,0,0,0,2,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,187,1
softball,v1,2023,14,0,0,,23,21,21,C,,Gwen,Svekis,Gwen Svekis,1,1,1,1,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,C,7.0,7.0,3,0,1,0,0.75,0,0.0,4,4,3.857142857142857,Player,187,1
softball,v1,2023,14,0,0,,159,23,23,OF,,Amanda,Lorenz,Amanda Lorenz,1,1,1,1,,4,2,1,2,0,0,1,1,2,0,0,0,0,0,1.0,1.0,2.5,5,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,187,1
softball,v1,2023,14,0,0,,20,82,82,LHP,,Taylor,McQuillin,Taylor McQuillin,,,,,0,,,,,,,,,,,,,,,,,,,,,-6,0,0,42.0042,0,0,0,0.1,0.333,0,2,2,2,0,1,0,0,0,9.00900900900901,54.05405405405405,0.0,27.027027027027025,0.0,0.0,54.05405405405405,20,9,11,37.999,,,,,,,,,,,,,,Player,186,0
softball,v1,2023,14,0,0,,10,8,8,RHP,,Aleshia,Ocasio,Aleshia Ocasio,1,2,1,1,,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.667,0.5,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,4.0,4.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,186,0
softball,v1,2023,14,0,0,,655,26,26,IF,,Sydney,McKinney,Sydney McKinney,1,2,1,1,,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,6.0,6.0,1,3,0,0,1.0,0,0.0,4,4,6.0,Player,186,0
softball,v1,2023,14,0,0,,196,44,44,RHP,,Carrie,Eberle,Carrie Eberle,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,38,0,1,3.5,0,0,0,4.0,4.0,0,6,2,2,1,0,1,0,0,1.5,13.5,2.25,0.0,2.25,inf,4.5,64,23,41,43.0,P,4.0,4.0,0,2,0,0,1.0,0,0.0,2,2,4.5,Player,186,0
softball,v1,2023,14,0,0,,39,88,88,IF,,Nadia,Taylor,Nadia Taylor,,,1,,,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,186,0
softball,v1,2023,14,0,0,,199,15,15,C,,Dejah,Mulipola,Dejah Mulipola,1,2,1,1,,3,3,0,0,0,0,0,0,0,0,2,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,C,5.0,5.0,3,1,0,0,1.0,0,0.0,4,4,7.2,Player,186,0
softball,v1,2023,14,0,0,,723,31,31,RHP,,Kathryn,Sandercock,Kathryn Sandercock,,,,,0,,,,,,,,,,,,,,,,,,,,,30,0,0,0.0,0,0,0,1.2,1.667,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,5.398920215956808,inf,0.0,13,4,9,56.001,,,,,,,,,,,,,,Player,186,0
softball,v1,2023,14,0,0,,724,90,90,OF,,Madi,Huskey,Madi Huskey,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,2.0,2.0,1,0,0,0,1.0,0,0.0,1,1,4.5,Player,186,0
softball,v1,2023,14,0,0,,30,30,30,IF,,Jessi,Warren,Jessi Warren,1,2,1,1,,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0.333,0.333,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,6.0,6.0,1,1,0,0,1.0,0,0.0,2,2,3.0,Player,186,0
softball,v1,2023,14,0,0,,11,33,33,IF,,Kelsey,Harshman,Kelsey Harshman,1,2,1,1,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,6.0,6.0,1,2,0,0,1.0,0,0.0,3,3,4.5,Player,186,0
softball,v1,2023,14,0,0,,29,29,29,IF,C,Tori,Vidales,Tori Vidales,1,2,1,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,6.0,6.0,8,0,0,0,1.0,0,0.0,8,8,12.0,Player,186,0
softball,v1,2023,14,0,0,,54,24,24,OF,,Jazmyn,Jackson,Jazmyn Jackson,1,2,1,1,,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,6.0,6.0,2,0,0,0,1.0,0,0.0,2,2,3.0,Player,186,0
softball,v1,2023,14,0,0,,48,25,25,OF,,Megan,Wiggins,Megan Wiggins,1,2,1,1,,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0.333,0.333,1.333,4,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,6.0,6.0,1,0,0,0,1.0,0,0.0,1,1,1.5,Player,186,0
softball,v1,2023,14,0,0,,197,11,11,OF,,Aliyah,Andrews,Aliyah Andrews,1,2,1,1,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,189,1
softball,v1,2023,14,0,0,,204,48,48,OF,,Bubba,Nickles,Bubba Nickles,1,2,1,1,,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,189,1
softball,v1,2023,14,0,0,,69,75,75,IF,,Aubrey,Leach,Aubrey Leach,1,2,1,1,,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0.5,0.667,0.5,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,3,2,0,0,1.0,0,0.0,5,5,6.428571428571429,Player,189,1
softball,v1,2023,14,0,0,,34,41,41,C,,Jordan,Roberts,Jordan Roberts,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,189,1
softball,v1,2023,14,0,0,,305,9,9,IF,,Andrea,Filler,Andrea Filler,1,2,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,5.0,5.0,6,0,0,0,1.0,0,0.0,6,6,10.8,Player,189,1
softball,v1,2023,14,0,0,,296,91,91,RHP,,Sydney,Littlejohn Watkins,Sydney Littlejohn Watkins,,,,,0,,,,,,,,,,,,,,,,,,,,,134,0,0,0.0,0,0,1,2.0,2.0,0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,33,14,19,54.0,,,,,,,,,,,,,,Player,189,1
softball,v1,2023,14,0,0,,31,47,47,IF,,Lilli,Piper,Lilli Piper,1,2,1,1,,3,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,3,3,0,0,1.0,0,0.0,6,6,7.714285714285714,Player,189,1
softball,v1,2023,14,0,0,,157,2,2,IF,,Sydney,Romero,Sydney Romero,1,2,1,1,,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,1,4,0,0,1.0,0,0.0,5,5,6.428571428571429,Player,189,1
softball,v1,2023,14,0,0,,278,0,00,RHP,,Rachel,Garcia,Rachel Garcia,1,2,1,1,1,3,2,2,2,1,0,1,2,0,0,0,0,0,0,1.0,1.0,3.0,6,0,1,290,1,0,1.4,0,0,0,5.0,5.0,0,3,1,1,1,2,5,1,0,1.0,5.4,1.8,3.6,9.0,2.5,1.8,108,43,65,58.0,P,5.0,5.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,189,1
softball,v1,2023,14,0,0,,46,12,12,C,,Taylor,Edwards,Taylor Edwards,1,2,1,1,,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,C,5.0,5.0,5,0,0,0,1.0,0,0.0,5,5,9.0,Player,189,1
softball,v1,2023,14,0,0,,297,6,6,OF,,Shannon,Rhodes,Shannon Rhodes,1,2,1,1,,3,2,0,0,0,0,0,1,0,0,1,,,0,0.0,0.0,0.0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,189,1
softball,v1,2023,14,0,0,,46,12,12,C,,Taylor,Edwards,Taylor Edwards,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,C,7.0,7.0,4,0,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,189,0
softball,v1,2023,14,0,0,,659,16,16,LHP,,Brooke,Yanez,Brooke Yanez,1,3,,1,0,,,,,,,,,,,,,,,,,,,,,16,0,0,10.500262,0,0,0,1.1,1.333,0,1,2,2,1,1,0,0,0,1.5003750937734435,6.751687921980495,6.751687921980495,6.751687921980495,0.0,0.0,13.503375843960992,25,13,18,42.999,P,1.1,1.333,0,1,0,0,1.0,0,0.0,1,1,6.751687921980495,Player,189,0
softball,v1,2023,14,0,0,,22,20,20,IF,,Caleigh,Clifton,Caleigh Clifton,1,3,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,4.0,4.0,1,1,0,0,1.0,0,0.0,2,2,4.5,Player,189,0
softball,v1,2023,14,0,0,,204,48,48,OF,,Bubba,Nickles,Bubba Nickles,1,3,1,1,,3,2,0,0,0,0,0,1,0,0,0,,,0,0.0,0.0,0.0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,189,0
softball,v1,2023,14,0,0,,31,47,47,IF,,Lilli,Piper,Lilli Piper,1,3,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,4.0,4.0,3,0,0,0,1.0,0,0.0,3,3,6.75,Player,189,0
softball,v1,2023,14,0,0,,157,2,2,IF,,Sydney,Romero,Sydney Romero,1,3,1,1,,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,0,2,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,189,0
softball,v1,2023,14,0,0,,69,75,75,IF,,Aubrey,Leach,Aubrey Leach,1,3,1,1,,4,4,1,2,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,3,3,0,0,1.0,0,0.0,6,6,7.714285714285714,Player,189,0
softball,v1,2023,14,0,0,,305,9,9,IF,,Andrea,Filler,Andrea Filler,,,0,,,1,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,189,0
softball,v1,2023,14,0,0,,297,6,6,OF,,Shannon,Rhodes,Shannon Rhodes,1,3,1,1,,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,1,0,1,0,0.5,0,0.0,2,2,1.2857142857142858,Player,189,0
softball,v1,2023,14,0,0,,296,91,91,RHP,,Sydney,Littlejohn Watkins,Sydney Littlejohn Watkins,1,3,,1,0,,,,,,,,,,,,,,,,,,,,,22,0,1,7.0,0,0,0,1.0,1.0,0,3,1,1,0,1,1,1,0,4.0,27.0,0.0,9.0,9.0,1.0,9.0,42,18,24,43.0,P,1.2,1.667,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,189,0
softball,v1,2023,14,0,0,,309,43,43,IF,,Aly,Harrell,Aly Harrell,1,3,0,1,,1,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,3.0,3.0,3,0,0,0,1.0,0,0.0,3,3,9.0,Player,189,0
softball,v1,2023,14,0,0,,197,11,11,OF,,Aliyah,Andrews,Aliyah Andrews,1,3,1,1,,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,189,0
softball,v1,2023,14,0,0,,278,0,00,RHP,,Rachel,Garcia,Rachel Garcia,1,3,1,1,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,2,0,0,78,0,0,1.75,0,0,0,4.0,4.0,0,3,1,1,0,1,3,0,0,1.0,6.75,0.0,2.25,6.75,3.0,2.25,65,29,36,54.0,P,4.0,4.0,0,1,0,0,1.0,0,0.0,1,1,2.25,Player,189,0
softball,v1,2023,14,0,0,,34,41,41,C,,Jordan,Roberts,Jordan Roberts,,,1,,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,189,0
softball,v1,2023,14,0,0,,159,23,23,OF,,Amanda,Lorenz,Amanda Lorenz,1,3,1,1,,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.75,0.5,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,4,0,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,187,1
softball,v1,2023,14,0,0,,775,42,42,IF,,Frankie,Hammoude,Frankie Hammoude,,,0,,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,187,1
softball,v1,2023,14,0,0,,84,18,18,OF,,Morgan,Zerkle,Morgan Zerkle,1,3,1,1,,3,3,3,3,0,0,1,1,0,0,0,1,1,0,1.0,1.0,2.0,6,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,187,1
softball,v1,2023,14,0,0,,38,77,77,IF,,Kelsey,Stewart-Hunter,Kelsey Stewart-Hunter,1,3,1,1,,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,4,0,0,1,1.0,0,0.0,4,4,5.142857142857143,Player,187,1
softball,v1,2023,14,0,0,,171,40,40,RHP,,Alyssa,Denham,Alyssa Denham,1,3,,1,0,,,,,,,,,,,,,,,,,,,,,136,1,0,0.0,0,0,0,3.0,3.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.0,inf,0.0,32,10,22,60.0,P,3.0,3.0,0,1,0,1,1.0,0,0.0,1,1,3.0,Player,187,1
softball,v1,2023,14,0,0,,42,34,34,C,,Erika,Piancastelli,Erika Piancastelli,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,187,1
softball,v1,2023,14,0,0,,725,14,14,IF,,Josie,Muffley,Josie Muffley,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,187,1
softball,v1,2023,14,0,0,,32,37,37,IF,,DJ,Sanders,DJ Sanders,,,1,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,187,1
softball,v1,2023,14,0,0,,23,21,21,C,,Gwen,Svekis,Gwen Svekis,1,3,1,1,,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,C,7.0,7.0,3,0,0,0,1.0,0,0.0,3,3,3.857142857142857,Player,187,1
