sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2021,4,0,0,,39,88,88,IF,,Nadia,Taylor,Nadia Taylor,1,1,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,5,0,0,0,1.0,0,0.0,5,5,6.428571428571429,Player,48,0
softball,v1,2021,4,0,0,,198,96,96,IF,,Sis,Bates,Sis Bates,1,1,1,1,,2,2,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,0.0,0.0,2,1,0,0,1.0,0,0.0,3,3,inf,Player,48,0
softball,v1,2021,4,0,0,,30,30,30,IF,,Jessi,Warren,Jessi Warren,1,1,1,1,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,1,2,0,0,1.0,0,0.0,3,3,3.857142857142857,Player,47,1
softball,v1,2021,4,0,0,,24,22,22,IF,,Amanda,Sanchez,Amanda Sanchez,,,1,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,1
softball,v1,2021,4,0,0,,41,51,51,C,,Aubree,Munro,Aubree Munro,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,1
softball,v1,2021,4,0,0,,36,4,4,IF,,Amanda,Chidester,Amanda Chidester,1,1,1,1,,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0.667,0.667,1.667,5,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,9,1,0,0,1.0,0,0.0,10,10,12.857142857142858,Player,47,1
softball,v1,2021,4,0,0,,170,55,55,IF,,Jessie,Harper,Jessie Harper,1,1,1,1,,3,3,0,2,0,0,0,1,0,0,1,0,0,0,0.667,0.667,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,47,1
softball,v1,2021,4,0,0,,159,23,23,OF,,Amanda,Lorenz,Amanda Lorenz,1,1,1,1,,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,1
softball,v1,2021,4,0,0,,157,2,2,SS,,Sydney,Romero,Sydney Romero,1,1,1,1,,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,1,3,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,47,1
softball,v1,2021,4,0,0,,40,3,3,LHP,,Danielle,O'Toole,Danielle O'Toole,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,18,0,1,8.75,0,0,0,4.0,4.0,0,4,5,5,3,1,3,1,1,1.25,9.0,6.75,2.25,6.75,3.0,11.25,0,16,44,36.0,P,4.0,4.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,47,1
softball,v1,2021,4,0,0,,9,7,7,IF,,Anissa,Urtez,Anissa Urtez,1,1,1,1,,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.667,0.5,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,2,1,0,0,1.0,0,0.0,3,3,3.857142857142857,Player,47,1
softball,v1,2021,4,0,0,,44,16,16,RHP,,Jessica,Burroughs,Jessica Burroughs,,,,,0,,,,,,,,,,,,,,,,,,,,,46,0,0,2.3333333,0,0,0,3.0,3.0,0,1,1,1,1,0,1,0,0,0.3333333333333333,3.0,3.0,0.0,3.0,inf,3.0,0,2,16,54.0,,,,,,,,,,,,,,Player,47,1
softball,v1,2021,4,0,0,,200,62,62,IF,,Kayla,Wedl,Kayla Wedl,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,1
softball,v1,2021,4,0,0,,54,24,24,OF,,Jazmyn,Jackson,Jazmyn Jackson,1,1,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,1
softball,v1,2021,4,0,0,,7,13,13,C,,Sashel,Palacios,Sashel Palacios,,,1,,,2,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,1
softball,v1,2021,4,0,0,,167,68,68,IF,,Courtney,Gano,Courtney Gano,1,2,1,1,,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,0.0,0.0,8,0,0,2,1.0,0,0.0,8,8,inf,Player,49,0
softball,v1,2021,4,0,0,,45,9,9,OF,,Janie,Reed,Janie Reed,1,2,1,1,,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,49,0
softball,v1,2021,4,0,0,,11,33,33,IF,,Kelsey,Harshman,Kelsey Harshman,1,2,1,1,,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0.5,0.667,0.5,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,3,4,0,2,1.0,0,0.0,7,7,9.0,Player,49,0
softball,v1,2021,4,0,0,,42,34,34,C,,Erika,Piancastelli,Erika Piancastelli,,,1,,,3,3,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,0
softball,v1,2021,4,0,0,,196,44,44,RHP,,Carrie,Eberle,Carrie Eberle,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,56,0,0,0.0,0,0,0,3.0,3.0,0,2,0,0,0,0,0,0,0,0.6666666666666666,6.0,0.0,0.0,0.0,,0.0,0,16,20,55.0,P,3.0,3.0,0,1,0,0,1.0,0,0.0,1,1,3.0,Player,49,0
softball,v1,2021,4,0,0,,161,26,26,IF,,Britt,Vonk,Britt Vonk,1,2,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,6.0,6.0,0,3,1,0,0.75,0,0.0,4,4,4.5,Player,49,0
softball,v1,2021,4,0,0,,5,3,3,RHP,,Samantha,Show,Samantha Show,1,2,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,49,0
softball,v1,2021,4,0,0,,37,52,52,IF,,Sam,Fischer,Sam Fischer,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,0
softball,v1,2021,4,0,0,,48,25,25,OF,,Megan,Wiggins,Megan Wiggins,1,2,1,1,,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,49,0
softball,v1,2021,4,0,0,,166,6,6,IF,,Riley,Sartain-Vaughan,Riley Sartain-Vaughan,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,0
softball,v1,2021,4,0,0,,22,20,20,IF,,Caleigh,Clifton,Caleigh Clifton,1,2,1,1,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,1,2,0,1,1.0,0,0.0,3,3,3.857142857142857,Player,49,0
softball,v1,2021,4,0,0,,163,71,71,RHP,,Sara,Groenewegen,Sara Groenewegen,,,1,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,36,0,1,7.0,0,0,0,3.0,3.0,0,6,3,3,0,0,1,0,1,2.0,18.0,0.0,0.0,3.0,inf,9.0,0,19,41,36.0,,,,,,,,,,,,,,Player,49,0
softball,v1,2021,4,0,0,,168,5,5,OF,,Ciara,Bryan,Ciara Bryan,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,0
softball,v1,2021,4,0,0,,33,38,38,LHP,,Cat,Osterman,Cat Osterman,1,2,,1,0,,,,,,,,,,,,,,,,,,,,,136,0,0,0.0,0,0,1,3.0,3.0,0,1,0,0,0,0,3,0,0,0.3333333333333333,3.0,0.0,0.0,9.0,inf,0.0,0,15,32,60.0,P,3.0,3.0,0,0,1,0,0.0,0,0.0,1,1,0.0,Player,46,1
softball,v1,2021,4,0,0,,14,2,2,IF,,Shelby,Pendley,Shelby Pendley,1,2,1,1,,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,3,1,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,46,1
softball,v1,2021,4,0,0,,199,15,15,C,,Dejah,Mulipola,Dejah Mulipola,,,1,,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,46,1
softball,v1,2021,4,0,0,,169,22,22,RHP,,Odicci,Alexander,Odicci Alexander,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,178,1,0,1.75,0,0,0,4.0,4.0,0,3,2,1,0,2,3,0,1,1.25,6.75,0.0,4.5,6.75,1.5,4.5,0,28,51,51.0,P,4.0,4.0,0,1,0,0,1.0,0,0.0,1,1,2.25,Player,46,1
softball,v1,2021,4,0,0,,194,72,72,IF,,Sami,Williams,Sami Williams,1,2,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,2.0,2.0,1,2,0,0,1.0,0,0.0,3,3,13.5,Player,46,1
softball,v1,2021,4,0,0,,27,27,27,C,,Sahvanna,Jaquish,Sahvanna Jaquish,,,1,,,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,46,1
softball,v1,2021,4,0,0,,29,29,29,IF,C,Tori,Vidales,Tori Vidales,1,2,1,1,,3,3,0,2,1,0,0,2,0,0,0,0,0,0,0.667,0.667,1.0,3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,5,0,0,0,1.0,0,0.0,5,5,6.428571428571429,Player,46,1
softball,v1,2021,4,0,0,,38,77,77,IF,,Kelsey,Stewart,Kelsey Stewart,1,2,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,5.0,5.0,1,1,0,0,1.0,0,0.0,2,2,3.6,Player,46,1
softball,v1,2021,4,0,0,,197,11,11,OF,,Aliyah,Andrews,Aliyah Andrews,,,1,,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,46,1
softball,v1,2021,4,0,0,,49,43,43,OF,,Michelle,Moultrie,Michelle Moultrie,1,2,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,-1.0,-1.0,2,0,0,0,1.0,0,0.0,2,2,-18.0,Player,46,1
softball,v1,2021,4,0,0,,31,47,47,IF,,Lilli,Piper,Lilli Piper,,,0,,,1,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,46,1
softball,v1,2021,4,0,0,,28,28,28,OF,,Haylie ,McCleney,Haylie  McCleney,1,2,1,1,,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,46,1
softball,v1,2021,4,0,0,,157,2,2,SS,,Sydney,Romero,Sydney Romero,1,3,1,1,,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0.5,0.667,1.0,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,0,1,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,47,0
softball,v1,2021,4,0,0,,7,13,13,C,,Sashel,Palacios,Sashel Palacios,,,1,,,3,3,1,1,0,0,1,1,0,0,0,,,0,0.333,0.333,1.333,4,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,0
softball,v1,2021,4,0,0,,200,62,62,IF,,Kayla,Wedl,Kayla Wedl,,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,0
softball,v1,2021,4,0,0,,54,24,24,OF,,Jazmyn,Jackson,Jazmyn Jackson,1,3,1,1,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,0
softball,v1,2021,4,0,0,,20,82,82,LHP,,Taylor,McQuillin,Taylor McQuillin,1,3,,1,1,,,,,,,,,,,,,,,,,,,,,234,1,0,1.0,0,1,0,7.0,7.0,1,5,1,1,0,2,5,0,0,1.0,6.428571428571429,0.0,2.5714285714285716,6.428571428571429,2.5,1.2857142857142856,114,42,72,60.0,P,7.0,7.0,0,2,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,0
softball,v1,2021,4,0,0,,159,23,23,OF,,Amanda,Lorenz,Amanda Lorenz,1,3,1,1,,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,47,0
softball,v1,2021,4,0,0,,170,55,55,IF,,Jessie,Harper,Jessie Harper,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,0
softball,v1,2021,4,0,0,,9,7,7,IF,,Anissa,Urtez,Anissa Urtez,1,3,1,1,,3,3,0,1,0,0,0,1,0,0,0,0,1,1,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,0
softball,v1,2021,4,0,0,,36,4,4,IF,,Amanda,Chidester,Amanda Chidester,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,7,0,0,1,1.0,0,0.0,7,7,9.0,Player,47,0
softball,v1,2021,4,0,0,,24,22,22,IF,,Amanda,Sanchez,Amanda Sanchez,,,1,,,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,47,0
softball,v1,2021,4,0,0,,30,30,30,IF,,Jessi,Warren,Jessi Warren,1,3,1,1,,3,2,0,0,0,0,0,1,0,0,0,,,0,0.0,0.0,0.0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,1,1,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,47,0
softball,v1,2021,4,0,0,,37,52,52,IF,,Sam,Fischer,Sam Fischer,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,2,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,10,0,0,1,1.0,0,0.0,10,10,12.857142857142858,Player,49,1
softball,v1,2021,4,0,0,,48,25,25,OF,,Megan,Wiggins,Megan Wiggins,1,3,1,1,,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0.333,0.333,1.0,3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,CF,7.0,7.0,2,0,0,0,1.0,0,0.0,2,2,2.5714285714285716,Player,49,1
softball,v1,2021,4,0,0,,161,26,26,IF,,Britt,Vonk,Britt Vonk,1,3,1,1,,3,3,0,1,0,0,0,0,0,0,1,1,1,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,1,2,0,0,1.0,0,0.0,3,3,3.857142857142857,Player,49,1
softball,v1,2021,4,0,0,,46,12,12,C,,Taylor,Edwards,Taylor Edwards,,,1,,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,1
softball,v1,2021,4,0,0,,166,6,6,IF,,Riley,Sartain-Vaughan,Riley Sartain-Vaughan,,,0,,,1,1,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,1
softball,v1,2021,4,0,0,,167,68,68,IF,,Courtney,Gano,Courtney Gano,,,0,,,1,1,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,1
softball,v1,2021,4,0,0,,196,44,44,RHP,,Carrie,Eberle,Carrie Eberle,1,3,,1,0,,,,,,,,,,,,,,,,,,,,,84,0,0,0.0,0,0,0,3.2,3.667,0,2,0,0,0,0,0,0,0,0.545404963185165,4.9086446686664855,0.0,0.0,0.0,,0.0,45,16,29,57.001,P,4.0,4.0,0,2,0,0,1.0,1,0.0,2,2,4.5,Player,49,1
softball,v1,2021,4,0,0,,45,9,9,OF,,Janie,Reed,Janie Reed,1,3,1,1,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,49,1
softball,v1,2021,4,0,0,,22,20,20,IF,,Caleigh,Clifton,Caleigh Clifton,1,3,1,1,,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.667,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,2,2,0,0,1.0,0,0.0,4,4,5.142857142857143,Player,49,1
softball,v1,2021,4,0,0,,42,34,34,C,,Erika,Piancastelli,Erika Piancastelli,,,1,,,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,49,1
softball,v1,2021,4,0,0,,11,33,33,IF,,Kelsey,Harshman,Kelsey Harshman,1,3,1,1,,3,3,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2B,7.0,7.0,2,3,0,1,1.0,0,0.0,5,5,6.428571428571429,Player,49,1
softball,v1,2021,4,0,0,,5,3,3,RHP,,Samantha,Show,Samantha Show,1,3,1,1,,2,2,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,6.0,6.0,1,0,0,0,1.0,0,0.0,1,1,1.5,Player,49,1
