sport,season,seasonId,playerId,first_name,last_name,full_name,G,GS,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
aux_softball,2023,106,31,Lilli,Piper,Lilli Piper,8,0,0,27,24,4,6,1,0,1,6,1,0,2,0,0,0,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,13,8,1,3,0,22,0.25,0.269,0.417,0.686,,0.208,0.037,0.074,0.167,0.318,,,,,,,,,,,,,0.955,22,4.395
aux_softball,2023,106,34,Jordan,Roberts,Jordan Roberts,7,0,0,30,23,3,8,1,0,2,8,5,2,11,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,13,2,0,0,2,15,0.348,0.5,0.652,1.152,,0.522,0.167,0.367,0.304,1.0,,,,,,,,,,,,,1.0,15,6.429
aux_softball,2023,106,37,Sam,Fischer,Sam Fischer,11,0,0,44,42,5,14,0,0,0,6,2,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,14,17,3,2,0,34,0.333,0.364,0.333,0.697,,0.048,0.045,0.114,0.0,0.378,,,,,,,,,,,,,0.912,34,3.623
aux_softball,2023,106,38,Kelsey,Stewart-Hunter,Kelsey Stewart-Hunter,7,0,0,27,23,6,4,2,0,0,0,2,2,4,1,1,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,17,7,0,1,0,24,0.174,0.296,0.261,0.557,,0.217,0.074,0.148,0.087,0.211,,,,,,,,,,,,,1.0,24,6.0
aux_softball,2023,106,39,Nadia,Taylor,Nadia Taylor,5,0,0,33,31,6,8,1,0,3,12,1,1,9,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,15,7,2,1,0,24,0.258,0.303,0.581,0.884,,0.355,0.03,0.273,0.323,0.579,,,,,,,,,,,,,0.917,24,7.071
aux_softball,2023,106,46,Taylor,Edwards,Taylor Edwards,11,0,0,39,33,10,11,2,0,5,10,6,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,50,1,3,0,0,54,0.333,0.436,0.848,1.284,,0.697,0.154,0.128,0.515,0.696,,,,,,,,,,,,,0.944,54,8.196
aux_softball,2023,106,48,Megan,Wiggins,Megan Wiggins,11,0,0,39,31,11,10,1,1,0,7,8,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,12,0,0,0,0,12,0.323,0.462,0.419,0.881,,0.355,0.205,0.051,0.097,0.345,,,,,,,,,,,,,1.0,12,1.403
aux_softball,2023,106,54,Jazmyn,Jackson,Jazmyn Jackson,11,0,0,37,34,5,6,1,0,0,0,1,0,7,1,1,0,7,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,25,2,0,0,0,27,0.176,0.2,0.206,0.406,,0.088,0.027,0.189,0.029,0.222,,,,,,,,,,,,,1.0,27,3.197
aux_softball,2023,106,69,Aubrey,Leach,Aubrey Leach,10,0,0,43,37,10,15,5,1,2,8,6,0,5,1,1,0,28,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,19,12,1,3,0,32,0.405,0.488,0.757,1.245,,0.541,0.14,0.116,0.351,0.567,2.0,,,,,,,,,,,,0.969,32,4.164
aux_softball,2023,106,84,Morgan,Zerkle,Morgan Zerkle,10,0,0,41,38,8,11,0,0,0,4,2,0,5,1,1,0,11,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,5,1,0,0,0,6,0.289,0.317,0.289,0.606,,0.079,0.049,0.122,0.0,0.324,,,,,,,,,,,,,1.0,6,0.783
aux_softball,2023,106,159,Amanda,Lorenz,Amanda Lorenz,10,0,0,40,34,9,14,6,0,3,11,6,0,3,0,1,1,29,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,20,0,0,0,0,20,0.412,0.5,0.853,1.353,,0.588,0.15,0.075,0.441,0.607,,,,,,,,,,,,,1.0,20,2.609
aux_softball,2023,106,167,Courtney,Gano,Courtney Gano,7,0,0,30,28,4,7,1,0,1,4,2,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,33,3,2,0,0,38,0.25,0.3,0.393,0.693,,0.214,0.067,0.2,0.143,0.381,,,,,,,,,,,,,0.947,38,7.902
aux_softball,2023,106,169,Odicci,Alexander,Odicci Alexander,1,1,338,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.667,18,13,13,2,8,4,2,1,254,102,154,5,0,5,0,0,0,5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.968,,,,2.437,15.187,1.687,6.75,3.375,0.5,10.968,1.0,5,9.0
aux_softball,2023,106,196,Carrie,Eberle,Carrie Eberle,7,3,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,21.333,34,18,16,4,12,10,5,6,443,200,243,19,0,4,0,0,0,4,,,,,,,,,,,,6.75,,,,2.156,14.344,1.688,5.063,4.219,0.833,7.594,1.0,4,1.895
aux_softball,2023,106,197,Aliyah,Andrews,Aliyah Andrews,10,0,0,35,31,4,13,2,0,0,8,0,1,5,1,1,0,15,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,24,0,0,0,0,24,0.419,0.424,0.484,0.908,,0.097,0.0,0.143,0.065,0.481,,,,,,,,,,,,,1.0,24,3.176
aux_softball,2023,106,198,Sis,Bates,Sis Bates,11,0,0,39,36,7,12,0,0,1,5,2,0,9,0,0,0,15,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,21,14,2,1,0,37,0.333,0.368,0.417,0.785,,0.139,0.051,0.231,0.083,0.5,,,,,,,,,,,,,0.946,37,4.091
aux_softball,2023,106,199,Dejah,Mulipola,Dejah Mulipola,9,0,0,38,34,6,6,0,0,4,13,3,0,9,0,1,1,18,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,49,1,0,0,0,50,0.176,0.237,0.529,0.766,,0.412,0.079,0.237,0.353,0.455,,,,,,,,,,,,,1.0,50,8.654
aux_softball,2023,106,278,Rachel,Garcia,Rachel Garcia,9,6,1238,39,35,2,10,3,0,1,8,4,0,8,0,0,0,16,0,0,4,1,0,1,2,0,40.333,35,25,22,5,21,38,9,0,837,325,525,38,3,5,2,0,0,10,0.286,0.359,0.457,0.816,,0.286,0.103,0.205,0.171,0.423,,4.909,,,,1.388,7.81,1.116,4.686,8.479,1.81,5.579,0.8,10,1.895
aux_softball,2023,106,294,Nicole,Mendes,Nicole Mendes,5,0,0,9,9,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,1,0,0,8,0.111,0.111,0.111,0.222,,0.0,0.0,0.111,0.0,0.125,,,,,,,,,,,,,0.875,8,2.52
aux_softball,2023,106,297,Shannon,Rhodes,Shannon Rhodes,6,0,0,29,25,3,3,1,0,0,0,3,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,2,0,0,6,0.12,0.214,0.16,0.374,,0.16,0.103,0.138,0.04,0.143,,,,,,,,,,,,,0.667,6,0.947
aux_softball,2023,106,299,Shannon,Saile,Shannon Saile,2,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9990000000000006,11,11,11,1,3,2,0,0,82,38,60,0,0,0,0,0,0,0,,,,,,,,,,,,24.756,,,,3.501,24.756,2.251,6.752,4.501,0.667,24.756,,0,
aux_softball,2023,106,305,Andrea,Filler,Andrea Filler,11,0,0,41,36,7,14,2,1,3,9,5,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,45,10,2,4,0,57,0.389,0.463,0.75,1.213,,0.5,0.122,0.122,0.361,0.607,,,,,,,,,,,,,0.965,57,6.429
aux_softball,2023,106,307,Georgina,Corrick,Georgina Corrick,5,4,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,26.0,31,21,15,2,8,19,1,2,474,179,307,23,1,4,2,2,0,7,,,,,,,,,,,,5.192,,,,1.5,10.731,0.692,2.769,6.577,2.375,7.269,0.714,7,1.957
aux_softball,2023,106,308,Danielle,Gibson,Danielle Gibson,10,0,0,37,35,4,14,6,0,0,6,1,0,5,0,0,0,20,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,36,1,0,1,0,37,0.4,0.417,0.571,0.988,,0.2,0.027,0.135,0.171,0.467,,,,,,,,,,,,,1.0,37,4.826
aux_softball,2023,106,310,Mia,Davidson,Mia Davidson,10,0,0,39,24,12,10,1,0,5,8,7,7,5,0,0,0,26,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,36,2,0,0,0,38,0.417,0.615,1.083,1.698,,0.958,0.179,0.128,0.667,1.0,,,,,,,,,,,,,1.0,38,6.107
aux_softball,2023,106,325,Mariah,Mazon,Mariah Mazon,3,3,250,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,15.0,31,19,14,3,5,8,0,1,328,120,215,9,0,3,1,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,8.4,,,,2.4,18.6,1.8,3.0,4.8,1.6,11.4,0.75,4,3.0
aux_softball,2023,106,359,Peyton,St. George,Peyton St. George,5,2,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,21.0,23,13,13,3,3,20,2,2,319,115,204,19,1,8,0,0,1,9,,,,,,,,,,,,5.571,,,,1.238,9.857,1.286,1.286,8.571,6.667,5.571,1.0,9,4.263
aux_softball,2023,106,655,Sydney,McKinney,Sydney McKinney,8,0,0,32,28,5,12,0,2,0,3,3,0,5,1,1,0,16,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,9,18,0,2,0,27,0.429,0.484,0.571,1.055,,0.286,0.094,0.156,0.143,0.522,,,,,,,,,,,,,1.0,27,4.86
aux_softball,2023,106,656,Megan,Faraimo,Megan Faraimo,7,2,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,30.999000000000002,34,21,20,7,12,30,2,1,612,209,404,26,2,7,1,0,1,10,,,,,,,,,,,,5.807,,,,1.484,9.871,2.032,3.484,8.71,2.5,6.097,0.9,10,3.115
aux_softball,2023,106,657,Delanie,Wisz,Delanie Wisz,6,0,0,28,27,5,8,0,0,3,5,1,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,25,2,0,1,0,27,0.296,0.321,0.63,0.951,,0.37,0.036,0.107,0.333,0.524,,,,,,,,,,,,,1.0,27,7.364
aux_softball,2023,106,658,Elizabeth,Hightower,Elizabeth Hightower,1,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667,4,4,4,1,2,1,1,1,63,29,34,1,0,0,0,0,0,0,,,,,,,,,,,,21.596,,,,3.599,21.596,5.399,10.798,5.399,0.5,21.596,,0,0.0
aux_softball,2023,106,659,Brooke,Yanez,Brooke Yanez,5,3,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,20.667,26,18,18,6,10,18,1,0,385,137,256,13,1,4,1,0,0,6,,,,,,,,,,,,7.839,,,,1.742,11.322,2.613,4.355,7.839,1.8,7.839,0.833,6,3.462
