sport,season,seasonId,playerId,first_name,last_name,full_name,G,GS,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
aux_softball,2022,39,32,DJ,Sanders,DJ Sanders,0,0,0,11,10,1,5,1,0,0,3,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.545,0.6,1.145,,0.2,0.091,0.364,0.1,0.833,,,,,,,,,,,,,,0,
aux_softball,2022,39,34,Jordan,Roberts,Jordan Roberts,0,0,0,32,28,1,6,1,0,0,7,4,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.312,0.25,0.562,,0.179,0.125,0.375,0.036,0.375,,,,,,,,,,,,,,0,
aux_softball,2022,39,36,Amanda,Chidester,Amanda Chidester,12,0,0,47,44,4,9,0,0,0,6,1,2,5,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86,65,6,0,7,0,71,0.205,0.255,0.205,0.46,,0.023,0.021,0.106,0.0,0.231,,,,,,,,,,,,,1.0,71,7.43
aux_softball,2022,39,37,Sam,Fischer,Sam Fischer,12,0,0,48,40,5,15,3,0,2,11,7,0,6,0,0,0,24,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,87,4,17,4,1,0,25,0.375,0.458,0.6,1.058,,0.4,0.146,0.125,0.225,0.515,,,,,,,,,,,,,0.84,25,2.172
aux_softball,2022,39,39,Nadia,Taylor,Nadia Taylor,10,0,0,42,37,4,14,1,0,1,5,1,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,6,29,1,0,0,36,0.378,0.452,0.486,0.938,,0.135,0.024,0.095,0.108,0.469,,,,,,,,,,,,,0.972,36,4.315
aux_softball,2022,39,40,Danielle,O'Toole,Danielle O'Toole,8,3,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,28.999000000000002,22,11,7,2,8,18,0,2,429,149,293,28,2,12,0,1,0,14,,,,,,,,,,,,2.172,,,,1.035,6.828,0.621,2.483,5.586,2.25,3.414,1.0,14,4.5
aux_softball,2022,39,46,Taylor,Edwards,Taylor Edwards,0,0,0,45,41,7,10,1,0,3,6,4,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.311,0.488,0.799,,0.341,0.089,0.044,0.244,0.361,,,,,,,,,,,,,,0,
aux_softball,2022,39,48,Megan,Wiggins,Megan Wiggins,12,0,0,50,43,7,16,1,0,3,10,5,0,5,0,0,0,26,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,88,15,0,0,0,0,15,0.372,0.429,0.605,1.034,,0.349,0.1,0.1,0.233,0.528,,,,,,,,,,,,,1.0,15,1.534
aux_softball,2022,39,54,Jazmyn,Jackson,Jazmyn Jackson,11,0,0,36,36,3,12,1,1,0,3,0,0,7,1,2,1,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,1,0,0,11,0.333,0.333,0.417,0.75,,0.083,0.0,0.194,0.083,0.414,,,,,,,,,,,,,0.909,11,1.2
aux_softball,2022,39,75,Kamalani,Dung,Kamalani Dung,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,4,4,2,3,1,0,0,41,23,18,0,0,0,0,0,0,0,,,,,,,,,,,,36.0,,,,6.0,27.0,18.0,27.0,9.0,0.333,36.0,,0,
aux_softball,2022,39,84,Morgan,Zerkle,Morgan Zerkle,12,0,0,45,39,9,15,2,0,1,5,6,0,5,1,3,2,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,89,19,1,1,1,0,21,0.385,0.467,0.513,0.98,,0.256,0.133,0.111,0.128,0.485,2.0,,,,,,,,,,,,0.952,21,2.022
aux_softball,2022,39,157,Sydney,Romero,Sydney Romero,12,0,0,49,43,7,14,1,1,2,9,2,3,2,0,0,0,23,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,88,17,32,1,2,0,50,0.326,0.396,0.535,0.931,,0.256,0.041,0.041,0.209,0.41,,,,,,,,,,,,,0.98,50,5.011
aux_softball,2022,39,159,Amanda,Lorenz,Amanda Lorenz,12,0,0,46,39,9,12,1,0,2,5,7,0,3,1,1,0,19,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85,10,1,0,0,0,11,0.308,0.413,0.487,0.9,,0.385,0.152,0.065,0.179,0.412,2.0,,,,,,,,,,,,1.0,11,1.165
aux_softball,2022,39,167,Courtney,Gano,Courtney Gano,10,0,0,33,29,6,9,2,0,2,6,3,0,4,0,0,0,17,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,17,22,0,2,0,39,0.31,0.375,0.586,0.961,,0.379,0.091,0.121,0.276,0.478,,,,,,,,,,,,,1.0,39,5.754
aux_softball,2022,39,171,Alyssa,Denham,Alyssa Denham,8,5,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24.666,43,22,17,4,4,16,3,0,380,167,294,22,1,8,0,0,2,9,,,,,,,,,,,,6.203,,,,1.905,15.69,1.459,1.459,5.838,4.0,8.027,1.0,9,3.682
aux_softball,2022,39,196,Carrie,Eberle,Carrie Eberle,7,4,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,25.666,43,27,22,2,17,13,2,2,551,243,314,25,1,8,0,0,0,9,,,,,,,,,,,,7.714,,,,2.338,15.078,0.701,5.961,4.559,0.765,9.468,1.0,9,3.24
aux_softball,2022,39,197,Aliyah,Andrews,Aliyah Andrews,12,0,0,41,39,9,13,1,0,0,2,2,0,6,3,3,0,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85,16,1,1,0,0,18,0.333,0.366,0.359,0.725,,0.154,0.049,0.146,0.026,0.394,,,,,,,,,,,,,0.944,18,1.8
aux_softball,2022,39,198,Sis,Bates,Sis Bates,12,0,0,43,41,4,9,1,0,0,5,1,0,6,0,0,0,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,87,21,39,3,4,0,63,0.22,0.238,0.244,0.482,,0.049,0.023,0.14,0.024,0.257,,,,,,,,,,,,,0.952,63,6.207
aux_softball,2022,39,199,Dejah,Mulipola,Dejah Mulipola,0,0,0,46,40,14,13,1,1,3,11,6,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.413,0.625,1.038,,0.45,0.13,0.217,0.3,0.593,,,,,,,,,,,,,,0,
aux_softball,2022,39,278,Rachel,Garcia,Rachel Garcia,5,5,1082,28,27,4,9,0,0,3,9,0,0,4,0,0,0,18,1,0,2,1,0,0,1,0,27.0,30,22,21,2,18,25,4,0,563,211,357,22,0,4,0,0,0,4,0.333,0.321,0.667,0.988,,0.333,0.0,0.143,0.333,0.571,,7.0,,,,1.778,10.0,0.667,6.0,8.333,1.389,7.333,1.0,4,1.636
aux_softball,2022,39,292,Sierra,Romero,Sierra Romero,12,0,0,47,44,10,18,2,0,1,11,3,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86,33,19,2,2,0,54,0.409,0.447,0.523,0.97,,0.182,0.064,0.128,0.114,0.514,,,,,,,,,,,,,0.963,54,5.442
aux_softball,2022,39,293,Rachele,Fico,Rachele Fico,6,2,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,22.334,24,17,13,3,6,15,4,2,369,153,264,21,2,2,0,0,0,4,,,,,,,,,,,,5.239,,,,1.343,9.671,1.209,2.418,6.045,2.5,6.851,1.0,4,1.714
aux_softball,2022,39,294,Nicole,Rangel-Mendes,Nicole Rangel-Mendes,11,0,0,32,28,5,3,1,0,0,2,3,0,13,0,1,1,4,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,0,0,0,12,0.107,0.188,0.143,0.331,,0.107,0.094,0.406,0.036,0.188,,,,,,,,,,,,,1.0,12,1.5
aux_softball,2022,39,295,Caylan,Arnold,Caylan Arnold,1,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9.667,18,11,8,6,6,13,1,3,233,96,137,2,0,0,0,0,1,0,,,,,,,,,,,,7.448,,,,2.483,16.758,5.586,5.586,12.103,2.167,10.241,,0,0.0
aux_softball,2022,39,296,Sydney,Littlejohn Watkins,Sydney Littlejohn Watkins,9,3,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27.333,25,12,11,4,11,15,2,1,432,182,286,27,0,8,1,0,0,9,,,,,,,,,,,,3.622,,,,1.317,8.232,1.317,3.622,4.939,1.364,3.951,0.889,9,2.667
aux_softball,2022,39,297,Shannon,Rhodes,Shannon Rhodes,11,0,0,35,31,7,6,0,0,3,5,4,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,13,0,0,0,0,13,0.194,0.286,0.484,0.77,,0.419,0.114,0.257,0.29,0.474,,,,,,,,,,,,,1.0,13,1.581
aux_softball,2022,39,304,Maddi,Hackbarth,Maddi Hackbarth,0,0,0,9,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.222,0.0,0.222,,0.286,0.222,0.222,0.0,0.0,,,,,,,,,,,,,,0,
aux_softball,2022,39,305,Andrea,Filler,Andrea Filler,12,0,0,41,34,9,9,1,0,1,8,2,3,4,0,0,0,13,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,89,35,16,1,4,0,52,0.265,0.35,0.382,0.732,,0.176,0.049,0.098,0.118,0.333,,,,,,,,,,,,,0.981,52,5.157
aux_softball,2022,39,306,Maggie,Balint,Maggie Balint,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.667,2,4,0,1,1,2,0,1,40,13,27,0,0,0,0,0,0,0,,,,,,,,,,,,0.0,,,,1.8,10.798,5.399,5.399,10.798,2.0,21.596,,0,
aux_softball,2022,39,307,Georgina,Corrick,Georgina Corrick,6,4,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,0,39.333,34,17,12,3,14,26,3,1,636,215,421,29,1,5,0,1,0,6,,,,,,,,,,,,2.746,,,,1.22,7.78,0.686,3.203,5.949,1.857,3.89,1.0,6,1.862
aux_softball,2022,39,308,Danielle,Gibson,Danielle Gibson,8,0,0,30,27,4,7,1,0,2,2,3,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,65,0,0,3,0,65,0.259,0.333,0.519,0.852,,0.37,0.1,0.2,0.259,0.474,,,,,,,,,,,,,1.0,65,10.636
aux_softball,2022,39,309,Aly,Harrell,Aly Harrell,4,0,0,29,23,6,5,2,0,0,0,2,4,9,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,36,1,1,0,0,38,0.217,0.379,0.304,0.683,,0.174,0.069,0.31,0.087,0.357,,,,,,,,,,,,,0.974,38,11.1
aux_softball,2022,39,325,Mariah,Mazon,Mariah Mazon,5,1,478,11,10,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,2,1,0,0,0,0,10.0,10,5,5,4,2,9,2,0,117,58,101,22,4,2,0,0,0,6,0.1,0.1,0.1,0.2,,0.0,0.0,0.364,0.0,0.167,,4.5,,,,1.2,9.0,3.6,1.8,8.1,4.5,4.5,1.0,6,2.455
