season,game_id,game_number,game_report_id,play_seq_num,action,play_desc,player_id,team_id,period,clock,home_team_id,home_team_score,is_a_play,narrative_formatted,has_error,goals,assists,shots,shots_on_goal,assist_player_id,good_clear,failed_clear,disruptor_player_id,gw_goals,pp_goals,sh_goals,ua_goals,ot_goals,en_goals,gt_goals,fg_goals,shootout_goals,penalties,shot_clock_violations,rcs,ycs,mn_penalties,mj_penalties,match_penalties,fouls,face_won,face_lost,gbs,dc,ct,turnovers,caused_turnover_player_id,caused_turnover_team,d_save,minutes,seconds,goalie_time,ga,saves,goalie_player_id,shots_faced,scoring_play
2023,424,7,424,10,DC,Draw control by 355 Amanda Johansen.,193,355,1,07:36,355,1,True,Draw control by Team Apuzzo Amanda Johansen.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,11,SHOT,"Shot by 355 Cortney Fortunato, SAVE Britt Read.",98,355,1,07:21,355,1,True,"Shot by Team Apuzzo Cortney Fortunato, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,12,CLEAR,Clear attempt by 356 good.,,356,1,07:04,355,1,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,13,SHOT,Shot by 356 Ally Kennedy HIGH.,174,356,1,06:18,355,1,True,Shot by Team Read Ally Kennedy HIGH.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,424,7,424,14,CLOCKV,Shot clock violation by 356.,,356,1,06:11,355,1,True,Shot clock violation by Team Read.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,15,CLEAR,Clear attempt by 355 good.,,355,1,06:06,355,1,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,16,FOUL,Foul on 356 Erica Evans.,689,356,1,06:06,355,1,True,Foul on Team Read Erica Evans.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,17,FPA,Free position attempt for 355.,,355,1,05:48,355,1,True,Free position attempt for Team Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,18,FPS,"Shot by 355 Sam Apuzzo, SAVE Britt Read {free position shot}.",130,355,1,05:44,355,1,True,"Shot by Team Apuzzo Sam Apuzzo, SAVE Britt Read {free position shot}.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,19,CLEAR,Clear attempt by 356 good.,,356,1,05:20,355,1,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,20,SHOT,"GOAL by 356 Scottie Rose Growney, goal number 5 for season.",402,356,1,04:58,355,1,True,"GOAL by Team Read Scottie Rose Growney, goal number 5 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,424,7,424,22,DC,Draw control by 356 Livy Rosenzweig.,787,356,1,04:58,355,1,True,Draw control by Team Read Livy Rosenzweig.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,23,SHOT,"Shot by 356 Lauren Gilbert, SAVE Kady Glynn.",406,356,1,04:17,355,1,True,"Shot by Team Read Lauren Gilbert, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,424,7,424,24,GB,Ground ball pickup by 355 Dempsey Arsenault.,138,355,1,04:14,355,1,True,Ground ball pickup by Team Apuzzo Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,25,CLEAR,Clear attempt by 355 good.,,355,1,04:06,355,1,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,26,CLOCKV,Shot clock violation by 355.,,355,1,03:03,355,1,True,Shot clock violation by Team Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,27,CLEAR,Clear attempt by 356 good.,,356,1,02:57,355,1,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,28,TURN,Turnover by 356 Izzy McMahon (caused by Dempsey Arsenault).,185,356,1,02:32,355,1,True,Turnover by Team Read Izzy McMahon (caused by Dempsey Arsenault).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,138,0,0,0,0,0,0,0,,0,False
2023,424,7,424,29,GB,Ground ball pickup by 355 Dempsey Arsenault.,138,355,1,02:30,355,1,True,Ground ball pickup by Team Apuzzo Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,30,CLEAR,Clear attempt by 355 good.,,355,1,02:27,355,1,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,31,SHOT,"GOAL by 355 Sam Apuzzo, Assist by Sam Geiersbach, goal number 10 for season.",130,355,1,02:00,355,1,True,"GOAL by Team Apuzzo Sam Apuzzo, Assist by Sam Geiersbach, goal number 10 for season.",False,1,1,1,1,490,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,137,1,True
2023,424,7,424,32,DC,Draw control by 355 Courtney Taylor.,394,355,1,02:00,355,2,True,Draw control by Team Apuzzo Courtney Taylor.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,33,CLEAR,Clear attempt by 355 good.,,355,1,01:48,355,2,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,34,SHOT,"Shot by 355 Sam Geiersbach, SAVE Britt Read.",490,355,1,01:14,355,2,True,"Shot by Team Apuzzo Sam Geiersbach, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,35,GB,Ground ball pickup by 356 Marge Donovan.,694,356,1,01:11,355,2,True,Ground ball pickup by Team Read Marge Donovan.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,36,CLEAR,Clear attempt by 356 failed.,,356,1,01:00,355,2,True,Clear attempt by Team Read failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,37,TURN,Turnover by 356 Kayla Wood (caused by Courtney Taylor).,179,356,1,00:58,355,2,True,Turnover by Team Read Kayla Wood (caused by Courtney Taylor).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,394,0,0,0,0,0,0,0,,0,False
2023,424,7,424,38,GB,Ground ball pickup by 355 Kady Glynn.,186,355,1,00:51,355,2,True,Ground ball pickup by Team Apuzzo Kady Glynn.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,39,CLEAR,Clear attempt by 355 good.,,355,1,00:47,355,2,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,40,SHOT,Shot by 355 Cortney Fortunato WIDE.,98,355,1,00:08,355,2,True,Shot by Team Apuzzo Cortney Fortunato WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,137,0,False
2023,424,7,424,41,SHOT,"Shot by 355 Cortney Fortunato, SAVE Britt Read.",98,355,1,00:01,355,2,True,"Shot by Team Apuzzo Cortney Fortunato, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,44,DC,Draw control by 355 Sam Apuzzo.,130,355,2,10:00,355,0,True,Draw control by Team Apuzzo Sam Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,45,SHOT,"GOAL by 355 Amanda Johansen, goal number 6 for season.",193,355,2,09:39,355,0,True,"GOAL by Team Apuzzo Amanda Johansen, goal number 6 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,137,1,True
2023,424,7,424,46,DC,Draw control by 355 Dempsey Arsenault.,138,355,2,09:39,355,3,True,Draw control by Team Apuzzo Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,47,TURN,Turnover by 355 Sam Geiersbach.,490,355,2,09:01,355,3,True,Turnover by Team Apuzzo Sam Geiersbach.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,48,CLEAR,Clear attempt by 356 good.,,356,2,08:45,355,3,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,49,SHOT,"Shot by 356 Lauren Gilbert, SAVE Kady Glynn.",406,356,2,08:07,355,3,True,"Shot by Team Read Lauren Gilbert, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,424,7,424,50,GB,Ground ball pickup by 356 Ally Kennedy.,174,356,2,07:59,355,3,True,Ground ball pickup by Team Read Ally Kennedy.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,51,FOUL,Foul on 355 Ella Simkins.,175,355,2,07:59,355,3,True,Foul on Team Apuzzo Ella Simkins.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,52,SHOT,"Shot by 356 Izzy McMahon, SAVE Kady Glynn.",185,356,2,07:37,355,3,True,"Shot by Team Read Izzy McMahon, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,424,7,424,53,GB,Ground ball pickup by 355 Courtney Taylor.,394,355,2,07:32,355,3,True,Ground ball pickup by Team Apuzzo Courtney Taylor.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,54,FOUL,Foul on 356 Izzy McMahon.,185,356,2,07:32,355,3,True,Foul on Team Read Izzy McMahon.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,55,CLEAR,Clear attempt by 355 good.,,355,2,07:22,355,3,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,56,TURN,Turnover by 355 Sam Apuzzo (caused by Kristen Carr).,130,355,2,06:55,355,3,True,Turnover by Team Apuzzo Sam Apuzzo (caused by Kristen Carr).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,156,0,0,0,0,0,0,0,,0,False
2023,424,7,424,57,GB,Ground ball pickup by 356 Kayla Wood.,179,356,2,06:55,355,3,True,Ground ball pickup by Team Read Kayla Wood.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,58,CLEAR,Clear attempt by 356 good.,,356,2,06:48,355,3,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,59,TURN,Turnover by 356 Kayla Wood (caused by Sam Geiersbach).,179,356,2,06:48,355,3,True,Turnover by Team Read Kayla Wood (caused by Sam Geiersbach).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,490,0,0,0,0,0,0,0,,0,False
2023,424,7,424,60,GB,Ground ball pickup by 355 Sam Geiersbach.,490,355,2,06:46,355,3,True,Ground ball pickup by Team Apuzzo Sam Geiersbach.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,61,CLEAR,Clear attempt by 355 good.,,355,2,06:46,355,3,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,62,SHOT,"GOAL by 355 Cortney Fortunato, Assist by Sam Apuzzo, goal number 2 for season.",98,355,2,06:45,355,3,True,"GOAL by Team Apuzzo Cortney Fortunato, Assist by Sam Apuzzo, goal number 2 for season.",False,1,1,1,1,130,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,137,1,True
2023,424,7,424,63,DC,Draw control by 356 Livy Rosenzweig.,787,356,2,06:45,355,4,True,Draw control by Team Read Livy Rosenzweig.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,64,SHOT,"GOAL by 356 Erica Evans, goal number 4 for season.",689,356,2,06:11,355,4,True,"GOAL by Team Read Erica Evans, goal number 4 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,424,7,424,65,DC,Draw control by 356 Livy Rosenzweig.,787,356,2,06:11,355,4,True,Draw control by Team Read Livy Rosenzweig.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,66,FOUL,Foul on 355 Grace Griffin.,400,355,2,06:11,355,4,True,Foul on Team Apuzzo Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,67,TURN,Turnover by 356 Livy Rosenzweig (caused by Ella Simkins).,787,356,2,05:26,355,4,True,Turnover by Team Read Livy Rosenzweig (caused by Ella Simkins).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,175,0,0,0,0,0,0,0,,0,False
2023,424,7,424,68,GB,Ground ball pickup by 355 Amanda Johansen.,193,355,2,05:21,355,4,True,Ground ball pickup by Team Apuzzo Amanda Johansen.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,69,CLEAR,Clear attempt by 355 good.,,355,2,05:19,355,4,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,70,SHOT,"Shot by 355 Amanda Johansen, SAVE Britt Read.",193,355,2,04:55,355,4,True,"Shot by Team Apuzzo Amanda Johansen, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,71,CLEAR,Clear attempt by 356 good.,,356,2,04:48,355,4,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,72,SHOT,"Shot by 356 Lauren Gilbert, SAVE Kady Glynn.",406,356,2,04:41,355,4,True,"Shot by Team Read Lauren Gilbert, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,424,7,424,73,CLEAR,Clear attempt by 355 good.,,355,2,04:34,355,4,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,74,SHOT,"Shot by 355 Sam Apuzzo, SAVE Britt Read.",130,355,2,03:52,355,4,True,"Shot by Team Apuzzo Sam Apuzzo, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,75,GB,Ground ball pickup by 355 Sam Geiersbach.,490,355,2,03:47,355,4,True,Ground ball pickup by Team Apuzzo Sam Geiersbach.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,76,SHOT,"Shot by 355 Grace Griffin, SAVE Britt Read.",400,355,2,03:44,355,4,True,"Shot by Team Apuzzo Grace Griffin, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,77,CLEAR,Clear attempt by 356 good.,,356,2,03:29,355,4,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,78,SHOT,"Shot by 356 Erica Evans, SAVE Kady Glynn.",689,356,2,03:22,355,4,True,"Shot by Team Read Erica Evans, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,424,7,424,79,CLEAR,Clear attempt by 355 good.,,355,2,03:10,355,4,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,80,SHOT,"GOAL by 355 Sam Apuzzo, goal number 11 for season.",130,355,2,02:36,355,4,True,"GOAL by Team Apuzzo Sam Apuzzo, goal number 11 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,137,1,True
2023,424,7,424,82,DC,Draw control by 355 Sam Apuzzo.,130,355,2,02:36,355,5,True,Draw control by Team Apuzzo Sam Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,83,SHOT,Shot by 355 Sam Geiersbach WIDE.,490,355,2,01:57,355,5,True,Shot by Team Apuzzo Sam Geiersbach WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,137,0,False
2023,424,7,424,84,CLEAR,Clear attempt by 356 good.,,356,2,01:46,355,5,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,85,TURN,Turnover by 356 Erica Evans (caused by Grace Griffin).,689,356,2,01:16,355,5,True,Turnover by Team Read Erica Evans (caused by Grace Griffin).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,400,0,0,0,0,0,0,0,,0,False
2023,424,7,424,86,GB,Ground ball pickup by 355 Grace Griffin.,400,355,2,01:12,355,5,True,Ground ball pickup by Team Apuzzo Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,87,CLEAR,Clear attempt by 355 good.,,355,2,01:11,355,5,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,88,TURN,Turnover by 355 Sam Geiersbach.,490,355,2,01:00,355,5,True,Turnover by Team Apuzzo Sam Geiersbach.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,89,CLEAR,Clear attempt by 356 good.,,356,2,00:45,355,5,True,Clear attempt by Team Read good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,91,2PTR,2-point Shot by 356 Scottie Rose Growney HIGH.,402,356,2,00:31,355,5,True,2-point Shot by Team Read Scottie Rose Growney HIGH.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,424,7,424,92,TURN,Turnover by 356 Izzy McMahon (caused by Amanda Johansen).,185,356,2,00:10,355,5,True,Turnover by Team Read Izzy McMahon (caused by Amanda Johansen).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,193,0,0,0,0,0,0,0,,0,False
2023,424,7,424,93,GB,Ground ball pickup by 355 Amanda Johansen.,193,355,2,00:05,355,5,True,Ground ball pickup by Team Apuzzo Amanda Johansen.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,94,CLEAR,Clear attempt by 355 good.,,355,2,00:03,355,5,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,97,DC,Draw control by 355 Dempsey Arsenault.,138,355,3,10:00,355,0,True,Draw control by Team Apuzzo Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,98,CLEAR,Clear attempt by 355 good.,,355,3,09:35,355,0,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,99,SHOT,"Shot by 355 Grace Griffin, SAVE Britt Read.",400,355,3,09:24,355,0,True,"Shot by Team Apuzzo Grace Griffin, SAVE Britt Read.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,137,1,False
2023,424,7,424,100,GB,Ground ball pickup by 355 Amanda Johansen.,193,355,3,09:20,355,0,True,Ground ball pickup by Team Apuzzo Amanda Johansen.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,424,7,424,101,SHOT,"GOAL by 355 Grace Griffin, Assist by Sam Apuzzo, goal number 2 for season.",400,355,3,08:46,355,0,True,"GOAL by Team Apuzzo Grace Griffin, Assist by Sam Apuzzo, goal number 2 for season.",False,1,1,1,1,130,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,137,1,True
2023,424,7,424,102,DC,Draw control by 356 Ally Kennedy.,174,356,3,08:46,355,6,True,Draw control by Team Read Ally Kennedy.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
