sport,api_version,season,seasonId,week_number,game_number,season_type,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,team_id,sets_played,kills,kills_per_set,attack_errors,attack_attempts,attack_percentage,assists,assists_per_set,setting_errors,service_errors,service_aces,service_aces_per_set,total_reception_attempts,reception_errors,positive_reception_pct,digs,digs_per_set,blocks,blocks_per_set,au_total_points
volleyball,v1,2021,3,2,11,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,32,3,5,1.67,1,12,0.33,0,0.0,0,1,1,0.33,0,0,0.0,0,0.0,2,0.67,236
volleyball,v1,2021,3,2,11,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,32,3,10,3.33,6,24,0.17,1,0.33,0,0,1,0.33,30,0,0.43,4,1.33,5,1.67,327
volleyball,v1,2021,3,2,11,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,32,3,1,0.33,0,3,0.33,37,12.33,0,0,1,0.33,0,0,0.0,6,2.0,4,1.33,355
volleyball,v1,2021,3,2,11,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,31,3,0,0.0,0,0,0.0,23,7.67,0,0,1,0.33,0,0,0.0,1,0.33,0,0.0,40
volleyball,v1,2021,3,2,11,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,31,3,4,1.33,4,16,0.0,0,0.0,0,0,0,0.0,23,2,0.43,3,1.0,1,0.33,7
volleyball,v1,2021,3,2,11,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,31,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,2,11,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,31,3,14,4.67,8,36,0.17,0,0.0,0,0,0,0.0,0,0,0.0,8,2.67,0,0.0,56
volleyball,v1,2021,3,2,11,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,31,2,2,1.0,0,2,1.0,11,5.5,0,1,0,0.0,0,0,0.0,0,0.0,1,0.5,31
volleyball,v1,2021,3,2,11,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,31,3,5,1.67,1,12,0.33,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,1,0.33,45
volleyball,v1,2021,3,2,11,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,31,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,19,3,0.32,15,5.0,0,0.0,52
volleyball,v1,2021,3,2,11,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,31,3,7,2.33,2,19,0.26,0,0.0,0,0,1,0.33,0,0,0.0,3,1.0,1,0.33,71
volleyball,v1,2021,3,2,11,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,31,3,1,0.33,6,8,-0.63,0,0.0,0,0,0,0.0,8,0,0.63,5,1.67,0,0.0,-29
volleyball,v1,2021,3,2,11,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,31,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,2,11,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,31,3,6,2.0,1,18,0.28,0,0.0,0,1,0,0.0,19,0,0.47,3,1.0,1,0.33,73
volleyball,v1,2021,3,2,12,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,30,2,4,2.0,3,17,0.06,0,0.0,0,1,0,0.0,18,0,0.28,5,2.5,0,0.0,63
volleyball,v1,2021,3,2,12,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,30,3,12,4.0,7,45,0.11,6,2.0,0,1,1,0.33,4,0,0.75,11,3.67,0,0.0,163
volleyball,v1,2021,3,2,12,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,30,3,5,1.67,2,11,0.27,0,0.0,0,2,0,0.0,0,0,0.0,2,0.67,3,1.0,86
volleyball,v1,2021,3,2,12,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,12,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,30,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,12,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,30,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,27,0,0.59,9,3.0,0,0.0,118
volleyball,v1,2021,3,2,12,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,30,3,0,0.0,0,2,0.0,34,11.33,0,0,1,0.33,0,0,0.0,6,2.0,0,0.0,116
volleyball,v1,2021,3,2,12,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,30,2,4,2.0,1,10,0.3,0,0.0,0,0,0,0.0,0,0,0.0,3,1.5,0,0.0,75
volleyball,v1,2021,3,2,12,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,30,2,8,4.0,5,25,0.12,0,0.0,0,0,0,0.0,0,0,0.0,6,3.0,0,0.0,74
volleyball,v1,2021,3,2,12,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,30,2,3,1.5,0,6,0.5,0,0.0,0,0,0,0.0,19,2,0.47,4,2.0,1,0.5,90
volleyball,v1,2021,3,2,12,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,30,3,5,1.67,0,10,0.5,0,0.0,0,1,0,0.0,0,0,0.0,7,2.33,2,0.67,131
volleyball,v1,2021,3,2,12,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,33,3,8,2.67,2,23,0.26,0,0.0,0,1,1,0.33,0,0,0.0,9,3.0,0,0.0,229
volleyball,v1,2021,3,2,12,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,33,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,17,0,0.53,15,5.0,0,0.0,236
volleyball,v1,2021,3,2,12,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,33,3,5,1.67,0,8,0.63,0,0.0,0,0,0,0.0,0,0,0.0,2,0.67,2,0.67,214
volleyball,v1,2021,3,2,12,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,33,3,2,0.67,0,6,0.33,31,10.33,0,1,0,0.0,0,0,0.0,15,5.0,2,0.67,278
volleyball,v1,2021,3,2,12,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,33,2,0,0.0,0,0,0.0,5,2.5,0,0,0,0.0,0,0,0.0,3,1.5,0,0.0,160
volleyball,v1,2021,3,2,12,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,33,3,15,5.0,2,31,0.42,1,0.33,0,1,2,0.67,6,0,0.83,5,1.67,1,0.33,360
volleyball,v1,2021,3,2,12,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,33,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,145
volleyball,v1,2021,3,2,12,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,33,2,1,0.5,1,2,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,1,0.5,148
volleyball,v1,2021,3,2,12,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,33,3,9,3.0,4,30,0.17,1,0.33,0,1,0,0.0,27,2,0.44,7,2.33,3,1.0,248
volleyball,v1,2021,3,2,12,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,12,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,33,3,7,2.33,0,13,0.54,0,0.0,0,0,0,0.0,0,0,0.0,2,0.67,2,0.67,230
volleyball,v1,2021,3,3,13,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,37,3,8,2.67,2,16,0.38,2,0.67,0,1,0,0.0,0,0,0.0,2,0.67,1,0.33,56
volleyball,v1,2021,3,3,13,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,37,3,5,1.67,1,16,0.25,0,0.0,0,0,1,0.33,18,0,0.5,2,0.67,0,0.0,68
volleyball,v1,2021,3,3,13,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,37,3,2,0.67,1,4,0.25,30,10.0,0,0,1,0.33,0,0,0.0,9,3.0,2,0.67,115
volleyball,v1,2021,3,3,13,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,37,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,13,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,37,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,13,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,37,3,3,1.0,3,9,0.0,0,0.0,0,0,1,0.33,0,0,0.0,1,0.33,2,0.67,29
volleyball,v1,2021,3,3,13,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,37,3,16,5.33,3,40,0.33,1,0.33,0,0,0,0.0,0,0,0.0,3,1.0,2,0.67,152
volleyball,v1,2021,3,3,13,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,37,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,13,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,37,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,21,2,0.48,9,3.0,0,0.0,44
volleyball,v1,2021,3,3,13,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,37,2,6,3.0,4,15,0.13,1,0.5,0,0,0,0.0,17,1,0.53,4,2.0,0,0.0,27
volleyball,v1,2021,3,3,13,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,37,2,0,0.0,4,8,-0.5,0,0.0,0,0,0,0.0,15,1,0.33,3,1.5,0,0.0,-35
volleyball,v1,2021,3,3,13,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,35,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,13,1,0.62,15,5.0,0,0.0,259
volleyball,v1,2021,3,3,13,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,35,3,5,1.67,0,8,0.63,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,3,1.0,256
volleyball,v1,2021,3,3,13,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,35,3,11,3.67,0,17,0.65,1,0.33,0,0,1,0.33,0,0,0.0,1,0.33,0,0.0,326
volleyball,v1,2021,3,3,13,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,13,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,13,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,35,3,12,4.0,5,29,0.24,2,0.67,0,0,0,0.0,0,0,0.0,8,2.67,1,0.33,270
volleyball,v1,2021,3,3,13,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,35,3,7,2.33,3,16,0.25,1,0.33,0,0,0,0.0,40,2,0.63,10,3.33,3,1.0,313
volleyball,v1,2021,3,3,13,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,35,3,16,5.33,3,30,0.43,1,0.33,0,1,1,0.33,6,0,0.5,5,1.67,0,0.0,368
volleyball,v1,2021,3,3,13,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,35,3,0,0.0,0,0,0.0,0,0.0,0,1,3,1.0,0,0,0.0,2,0.67,0,0.0,218
volleyball,v1,2021,3,3,13,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,13,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,35,3,1,0.33,0,2,0.5,45,15.0,0,1,0,0.0,0,0,0.0,8,2.67,1,0.33,277
volleyball,v1,2021,3,3,14,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,36,3,12,4.0,7,35,0.14,1,0.33,0,2,0,0.0,9,1,0.44,12,4.0,1,0.33,105
volleyball,v1,2021,3,3,14,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,36,3,1,0.33,0,2,0.5,16,5.33,0,0,0,0.0,0,0,0.0,4,1.33,0,0.0,84
volleyball,v1,2021,3,3,14,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,36,3,5,1.67,0,17,0.29,1,0.33,0,1,1,0.33,0,0,0.0,6,2.0,2,0.67,139
volleyball,v1,2021,3,3,14,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,14,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,36,1,1,1.0,2,16,-0.06,0,0.0,0,0,0,0.0,0,0,0.0,3,3.0,1,1.0,51
volleyball,v1,2021,3,3,14,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,36,3,0,0.0,0,0,0.0,5,1.67,0,0,0,0.0,26,0,0.54,16,5.33,0,0.0,193
volleyball,v1,2021,3,3,14,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,36,3,13,4.33,3,35,0.29,0,0.0,0,0,1,0.33,29,0,0.38,11,3.67,2,0.67,221
volleyball,v1,2021,3,3,14,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,36,3,3,1.0,5,24,-0.08,0,0.0,0,1,0,0.0,0,0,0.0,5,1.67,3,1.0,77
volleyball,v1,2021,3,3,14,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,36,2,1,0.5,0,4,0.25,12,6.0,0,0,0,0.0,0,0,0.0,13,6.5,0,0.0,125
volleyball,v1,2021,3,3,14,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,14,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,36,3,5,1.67,1,19,0.21,0,0.0,0,1,1,0.33,0,0,0.0,0,0.0,1,0.33,84
volleyball,v1,2021,3,3,14,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,34,3,0,0.0,0,0,0.0,0,0.0,0,1,1,0.33,0,0,0.0,3,1.0,0,0.0,159
volleyball,v1,2021,3,3,14,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,34,3,11,3.67,1,17,0.59,0,0.0,0,1,0,0.0,0,0,0.0,1,0.33,3,1.0,249
volleyball,v1,2021,3,3,14,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,34,3,14,4.67,5,44,0.2,0,0.0,0,2,0,0.0,0,0,0.0,8,2.67,1,0.33,228
volleyball,v1,2021,3,3,14,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,34,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,24,1,0.42,14,4.67,0,0.0,219
volleyball,v1,2021,3,3,14,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,34,3,13,4.33,10,52,0.06,1,0.33,0,1,1,0.33,9,0,0.44,16,5.33,0,0.0,217
volleyball,v1,2021,3,3,14,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,34,3,4,1.33,4,19,0.0,0,0.0,0,3,1,0.33,38,1,0.79,12,4.0,0,0.0,220
volleyball,v1,2021,3,3,14,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,34,3,1,0.33,0,4,0.25,48,16.0,0,1,0,0.0,0,0,0.0,22,7.33,0,0.0,298
volleyball,v1,2021,3,3,14,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,34,3,11,3.67,2,22,0.41,0,0.0,0,2,0,0.0,0,0,0.0,4,1.33,2,0.67,292
volleyball,v1,2021,3,3,14,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,14,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,14,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,15,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,15,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,36,1,0,0.0,0,0,0.0,2,2.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,2
volleyball,v1,2021,3,3,15,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,36,3,1,0.33,0,3,0.33,25,8.33,0,0,1,0.33,0,0,0.0,6,2.0,0,0.0,75
volleyball,v1,2021,3,3,15,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,36,2,3,1.5,1,7,0.29,0,0.0,0,0,1,0.5,0,0,0.0,2,1.0,0,0.0,34
volleyball,v1,2021,3,3,15,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,36,3,4,1.33,1,11,0.27,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,1,0.33,37
volleyball,v1,2021,3,3,15,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,36,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,22,1,0.36,6,2.0,0,0.0,36
volleyball,v1,2021,3,3,15,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,15,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,36,3,8,2.67,1,25,0.28,1,0.33,0,1,0,0.0,24,1,0.46,7,2.33,1,0.33,102
volleyball,v1,2021,3,3,15,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,36,3,5,1.67,5,17,0.0,0,0.0,0,0,0,0.0,0,0,0.0,5,1.67,1,0.33,17
volleyball,v1,2021,3,3,15,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,36,3,4,1.33,2,12,0.17,1,0.33,0,2,0,0.0,0,0,0.0,1,0.33,1,0.33,10
volleyball,v1,2021,3,3,15,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,36,3,8,2.67,3,21,0.24,0,0.0,0,0,0,0.0,23,6,0.13,6,2.0,0,0.0,-8
volleyball,v1,2021,3,3,15,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,35,3,7,2.33,1,21,0.29,0,0.0,0,2,1,0.33,32,1,0.25,10,3.33,3,1.0,350
volleyball,v1,2021,3,3,15,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,15,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,35,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,14,1,0.64,7,2.33,0,0.0,224
volleyball,v1,2021,3,3,15,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,35,3,13,4.33,4,23,0.39,0,0.0,0,0,1,0.33,0,0,0.0,4,1.33,1,0.33,280
volleyball,v1,2021,3,3,15,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,15,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,15,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,35,3,9,3.0,2,16,0.44,1,0.33,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,234
volleyball,v1,2021,3,3,15,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,35,3,5,1.67,1,12,0.33,0,0.0,0,1,1,0.33,0,0,0.0,5,1.67,0,0.0,237
volleyball,v1,2021,3,3,15,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,35,3,3,1.0,1,5,0.4,41,13.67,0,0,2,0.67,0,0,0.0,6,2.0,2,0.67,331
volleyball,v1,2021,3,3,15,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,35,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,185
volleyball,v1,2021,3,3,15,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,35,3,13,4.33,3,24,0.42,2,0.67,0,1,3,1.0,7,0,0.29,9,3.0,0,0.0,387
volleyball,v1,2021,3,3,16,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,16,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,34,3,11,3.67,2,24,0.38,1,0.33,0,1,0,0.0,24,1,0.71,14,4.67,0,0.0,309
volleyball,v1,2021,3,3,16,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,34,3,5,1.67,1,10,0.4,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,2,0.67,197
volleyball,v1,2021,3,3,16,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,34,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,145
volleyball,v1,2021,3,3,16,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,16,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,34,3,15,5.0,5,33,0.3,1,0.33,0,1,3,1.0,4,0,0.5,13,4.33,2,0.67,382
volleyball,v1,2021,3,3,16,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,34,3,10,3.33,2,28,0.29,0,0.0,0,0,1,0.33,0,0,0.0,8,2.67,3,1.0,324
volleyball,v1,2021,3,3,16,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,34,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,22,1,0.59,13,4.33,0,0.0,219
volleyball,v1,2021,3,3,16,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,34,3,4,1.33,3,12,0.08,0,0.0,0,1,1,0.33,0,0,0.0,0,0.0,1,0.33,152
volleyball,v1,2021,3,3,16,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
