sport,season,seasonId,playerId,first_name,last_name,full_name,G,GS,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
softball,2023,14,23,Gwen,Svekis,Gwen Svekis,7,0,0,22,20,2,4,0,0,1,3,1,1,2,1,1,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,37,2,2,0,0,41,0.2,0.273,0.35,0.623,,0.25,0.045,0.091,0.15,0.294,2.0,,,,,,,,,,,,0.951,41,6.882
softball,2023,14,28,Haylie ,McCleney,Haylie  McCleney,7,0,0,28,22,5,3,0,0,0,2,6,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,0,0,0,8,0.136,0.321,0.136,0.457,,0.273,0.214,0.143,0.0,0.167,,,,,,,,,,,,,1.0,8,1.44
softball,2023,14,29,Tori,Vidales,Tori Vidales,5,0,0,23,21,3,6,0,0,1,2,2,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,28,1,0,1,0,29,0.286,0.348,0.429,0.777,,0.238,0.087,0.13,0.143,0.412,,,,,,,,,,,,,1.0,29,7.676
softball,2023,14,30,Jessi,Warren,Jessi Warren,7,0,0,23,21,1,5,1,0,1,2,1,1,5,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,7,11,0,0,0,18,0.238,0.304,0.429,0.733,,0.238,0.043,0.217,0.19,0.4,,,,,,,,,,,,,1.0,18,3.522
softball,2023,14,31,Lilli,Piper,Lilli Piper,7,0,0,17,14,3,4,0,0,2,2,1,0,3,0,0,0,10,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,16,5,0,0,0,21,0.286,0.333,0.714,1.047,,0.5,0.059,0.176,0.429,0.667,,,,,,,,,,,,,1.0,21,5.108
softball,2023,14,32,DJ,Sanders,DJ Sanders,0,0,0,8,7,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.125,0.0,0.125,,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,0,
softball,2023,14,34,Jordan,Roberts,Jordan Roberts,4,0,0,21,16,0,1,0,0,0,1,3,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,0,0,23,0.062,0.286,0.062,0.348,,0.188,0.143,0.381,0.0,0.125,,,,,,,,,,,,,1.0,23,7.393
softball,2023,14,37,Sam,Fischer,Sam Fischer,7,0,0,22,20,2,3,0,0,1,2,2,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,6,17,1,1,0,24,0.15,0.227,0.3,0.527,,0.25,0.091,0.273,0.15,0.308,,,,,,,,,,,,,0.958,24,4.312
softball,2023,14,38,Kelsey,Stewart-Hunter,Kelsey Stewart-Hunter,7,0,0,30,26,6,6,1,0,0,2,2,1,4,1,1,0,7,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,41,1,0,1,0,42,0.231,0.31,0.269,0.579,,0.154,0.067,0.133,0.038,0.273,,,,,,,,,,,,,1.0,42,7.412
softball,2023,14,39,Nadia,Taylor,Nadia Taylor,0,0,0,21,19,3,5,0,0,1,2,1,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.333,0.421,0.754,,0.211,0.048,0.238,0.158,0.462,,,,,,,,,,,,,,0,
softball,2023,14,42,Erika,Piancastelli,Erika Piancastelli,7,0,0,22,20,3,8,1,0,1,6,2,0,5,0,1,1,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,3,0,0,11,0.4,0.455,0.6,1.055,,0.25,0.091,0.227,0.2,0.643,,,,,,,,,,,,,0.727,11,1.469
softball,2023,14,46,Taylor,Edwards,Taylor Edwards,6,0,0,20,19,0,6,1,0,0,1,1,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,33,0,0,0,0,33,0.316,0.35,0.368,0.718,,0.105,0.05,0.15,0.053,0.375,,,,,,,,,,,,,1.0,33,9.581
softball,2023,14,48,Megan,Wiggins,Megan Wiggins,7,0,0,23,19,2,3,0,0,1,1,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,15,1,0,1,0,16,0.158,0.304,0.316,0.62,,0.368,0.174,0.087,0.158,0.25,,,,,,,,,,,,,1.0,16,3.0
softball,2023,14,54,Jazmyn,Jackson,Jazmyn Jackson,7,0,0,21,15,2,2,0,0,0,0,2,2,6,0,0,0,2,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,8,0,0,0,0,8,0.133,0.316,0.133,0.449,,0.133,0.095,0.286,0.0,0.222,,,,,,,,,,,,,1.0,8,1.532
softball,2023,14,69,Aubrey,Leach,Aubrey Leach,7,0,0,23,18,4,4,1,0,0,0,4,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,13,12,1,1,0,26,0.222,0.364,0.278,0.642,,0.278,0.174,0.261,0.056,0.333,,,,,,,,,,,,,0.962,26,4.592
softball,2023,14,84,Morgan,Zerkle,Morgan Zerkle,7,0,0,24,19,7,8,0,0,1,2,4,0,4,2,2,0,11,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,6,1,1,0,0,8,0.421,0.5,0.579,1.079,,0.474,0.167,0.167,0.158,0.6,2.0,,,,,,,,,,,,0.875,8,1.312
softball,2023,14,157,Sydney,Romero,Sydney Romero,7,0,0,24,18,2,3,0,0,1,5,2,4,1,1,1,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,3,16,0,1,0,19,0.167,0.375,0.333,0.708,,0.333,0.083,0.042,0.167,0.25,2.0,,,,,,,,,,,,1.0,19,3.562
softball,2023,14,159,Amanda,Lorenz,Amanda Lorenz,7,0,0,26,20,2,10,0,0,1,2,6,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,14,0.5,0.615,0.65,1.265,,0.45,0.231,0.154,0.15,0.733,,,,,,,,,,,,,1.0,14,2.625
softball,2023,14,169,Odicci,Alexander,Odicci Alexander,4,1,734,4,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,16.333,9,6,5,2,12,17,2,1,318,112,206,11,4,0,0,0,0,4,0.0,0.25,0.0,0.25,,0.0,0.0,0.5,0.0,0.0,,2.755,,,,1.286,4.959,1.102,6.612,9.368,1.417,3.306,1.0,4,3.273
softball,2023,14,171,Alyssa,Denham,Alyssa Denham,6,4,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,17.667,16,8,7,2,6,7,4,0,304,117,187,16,0,5,0,1,0,5,,,,,,,,,,,,3.566,,,,1.245,8.151,1.019,3.057,3.566,1.167,4.075,1.0,5,2.812
softball,2023,14,196,Carrie,Eberle,Carrie Eberle,3,2,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,11,5,5,1,4,3,0,2,131,55,76,7,0,4,0,0,1,4,,,,,,,,,,,,6.429,,,,2.143,14.143,1.286,5.143,3.857,0.75,6.429,1.0,4,5.143
softball,2023,14,197,Aliyah,Andrews,Aliyah Andrews,7,0,0,21,20,2,7,1,0,0,1,1,0,2,1,1,0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,12,0,0,0,0,12,0.35,0.381,0.4,0.781,,0.15,0.048,0.095,0.05,0.389,,,,,,,,,,,,,1.0,12,2.118
softball,2023,14,198,Sis,Bates,Sis Bates,7,0,0,20,20,1,2,0,0,1,1,0,0,4,1,1,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,12,13,1,3,0,26,0.1,0.1,0.25,0.35,,0.2,0.0,0.2,0.15,0.2,2.0,,,,,,,,,,,,0.962,26,4.592
softball,2023,14,199,Dejah,Mulipola,Dejah Mulipola,7,0,0,25,22,2,5,2,0,1,5,2,1,4,1,1,0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,33,1,1,0,0,35,0.227,0.32,0.455,0.775,,0.364,0.08,0.16,0.227,0.353,2.0,,,,,,,,,,,,0.971,35,8.743
softball,2023,14,204,Bubba,Nickles,Bubba Nickles,7,0,0,27,21,4,7,2,0,1,6,5,0,4,0,0,0,12,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,12,1,0,0,0,13,0.333,0.444,0.571,1.015,,0.476,0.185,0.148,0.238,0.471,,,,,,,,,,,,,1.0,13,2.294
softball,2023,14,278,Rachel,Garcia,Rachel Garcia,6,5,634,24,18,4,5,2,0,3,4,4,1,2,0,0,0,16,0,1,1,2,0,0,0,0,24.667,16,12,12,4,17,28,9,0,528,219,296,33,10,3,1,0,0,14,0.278,0.435,0.889,1.324,,0.833,0.167,0.083,0.611,0.615,,4.378,,,,1.338,5.838,1.459,6.203,10.216,1.647,4.378,0.929,14,3.545
softball,2023,14,292,Sierra,Romero,Sierra Romero,7,0,0,26,23,0,9,2,1,0,4,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,12,5,0,1,0,17,0.391,0.462,0.565,1.027,,0.304,0.115,0.154,0.174,0.474,,,,,,,,,,,,,1.0,17,3.558
softball,2023,14,294,Nicole,Mendes,Nicole Mendes,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,
softball,2023,14,296,Sydney,Littlejohn Watkins,Sydney Littlejohn Watkins,2,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7.0,13,8,8,0,4,4,1,0,150,61,90,4,0,2,0,0,0,2,,,,,,,,,,,,10.286,,,,2.429,16.714,0.0,5.143,5.143,1.0,10.286,1.0,2,4.5
softball,2023,14,297,Shannon,Rhodes,Shannon Rhodes,7,0,0,24,20,2,2,0,0,1,5,1,2,5,1,1,0,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,1,0,0,8,0.1,0.208,0.25,0.458,,0.25,0.042,0.208,0.15,0.2,2.0,,,,,,,,,,,,0.875,8,1.312
softball,2023,14,299,Shannon,Saile,Shannon Saile,2,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333,3,3,3,1,5,8,1,1,119,45,74,6,0,2,0,0,0,2,,,,,,,,,,,,4.263,,,,1.263,4.263,1.421,7.106,11.369,1.6,4.263,1.0,2,3.0
softball,2023,14,305,Andrea,Filler,Andrea Filler,4,0,0,19,16,0,2,0,0,0,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,2,0,28,0.125,0.263,0.125,0.388,,0.0,0.0,0.105,0.0,0.143,,,,,,,,,,,,,1.0,28,9.692
softball,2023,14,307,Georgina,Corrick,Georgina Corrick,3,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16.667,14,7,6,1,5,20,2,0,287,101,188,14,2,8,1,0,0,11,,,,,,,,,,,,3.24,,,,1.14,7.56,0.54,2.7,10.8,4.0,3.78,0.909,11,6.429
softball,2023,14,308,Danielle,Gibson,Danielle Gibson,7,0,0,25,20,5,8,3,0,1,6,3,1,1,0,0,0,14,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,40,3,1,4,0,44,0.4,0.48,0.7,1.18,,0.45,0.12,0.04,0.3,0.474,,,,,,,,,,,,,0.977,44,8.795
softball,2023,14,309,Aly,Harrell,Aly Harrell,1,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.667,0.0,0.0,,,,,,,,,,,,,1.0,3,9.0
softball,2023,14,310,Mia,Davidson,Mia Davidson,6,0,0,27,20,4,6,0,0,3,7,3,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,31,1,0,1,0,32,0.3,0.481,0.75,1.231,,0.6,0.111,0.148,0.45,0.692,,,,,,,,,,,,,1.0,32,7.024
softball,2023,14,325,Mariah,Mazon,Mariah Mazon,4,1,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.334,6,2,2,0,5,8,2,1,176,57,119,12,0,4,0,0,0,4,,,,,,,,,,,,1.459,,,,0.892,4.378,0.0,3.648,5.838,1.6,1.459,1.0,4,3.0
softball,2023,14,359,Peyton,St. George,Peyton St. George,3,3,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.333,18,11,9,4,2,5,3,0,223,80,146,11,0,0,0,0,0,0,,,,,,,,,,,,6.568,,,,1.622,13.135,2.919,1.459,3.649,2.5,8.027,,0,0.0
softball,2023,14,655,Sydney,McKinney,Sydney McKinney,7,0,0,22,22,2,5,0,0,0,0,0,0,5,1,1,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,11,13,0,1,0,24,0.227,0.227,0.227,0.454,,0.045,0.0,0.227,0.0,0.294,,,,,,,,,,,,,1.0,24,4.32
softball,2023,14,656,Megan,Faraimo,Megan Faraimo,5,4,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,27.333,22,9,8,3,7,29,1,0,474,157,317,27,1,7,2,0,0,10,,,,,,,,,,,,2.634,,,,1.061,7.244,0.988,2.305,9.549,4.143,2.963,0.8,10,2.667
softball,2023,14,657,Delanie,Wisz,Delanie Wisz,5,0,0,25,24,2,6,1,0,0,4,0,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,4,8,0,1,0,12,0.25,0.24,0.292,0.532,,0.042,0.0,0.16,0.042,0.286,,,,,,,,,,,,,1.0,12,3.176
softball,2023,14,659,Brooke,Yanez,Brooke Yanez,3,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666,8,7,7,2,4,1,1,0,95,38,67,4,0,2,0,0,0,2,,,,,,,,,,,,13.502,,,,2.572,15.431,3.858,7.715,1.929,0.25,13.502,1.0,2,4.5
softball,2023,14,721,Caroline,Jacobsen,Caroline Jacobsen,6,0,0,21,17,3,2,1,0,1,1,3,1,7,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,0,0,0,11,0.118,0.286,0.353,0.639,,0.412,0.143,0.333,0.235,0.333,,,,,,,,,,,,,1.0,11,2.302
softball,2023,14,722,Rachel,Becker,Rachel Becker,1,0,0,10,9,1,2,1,0,0,4,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,4,0.222,0.3,0.333,0.633,,0.222,0.1,0.3,0.111,0.333,,,,,,,,,,,,,1.0,4,9.0
softball,2023,14,723,Kathryn,Sandercock,Kathryn Sandercock,1,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,13.0,13,6,2,0,1,7,0,0,189,50,139,3,0,0,0,0,0,0,,,,,,,,,,,,1.385,,,,1.077,9.0,0.0,0.692,4.846,7.0,4.154,,0,0.0
softball,2023,14,724,Madi,Huskey,Madi Huskey,6,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,0,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,,,,,,,,,,,,,1.0,8,2.323
softball,2023,14,725,Josie,Muffley,Josie Muffley,7,0,0,19,17,2,4,0,0,0,2,1,0,3,1,1,0,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,8,10,1,0,0,19,0.235,0.278,0.235,0.513,,0.118,0.053,0.158,0.0,0.286,,,,,,,,,,,,,0.947,19,3.375
softball,2023,14,726,Gianna,Boccagno,Gianna Boccagno,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0,
softball,2023,14,774,Myka,Sutherlin,Myka Sutherlin,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,5,4,4,2,4,1,0,0,85,38,47,1,0,0,0,0,0,0,,,,,,,,,,,,15.431,,,,3.858,19.288,7.715,15.431,3.858,0.25,15.431,,0,0.0
softball,2023,14,775,Frankie,Hammoude,Frankie Hammoude,1,0,0,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.333,0.0,0.0,,,,,,,,,,,,,1.0,3,9.0
